survey,ageGroup,measure,value,index
85,3,78,0.145614,4
85,4,78,0.251011,4
85,5,78,0.102613,4
85,6,78,0.0357012,4
85,7,78,0.0071067,4
85,8,78,0.00727715,4
86,1,0,29,4
86,2,0,15,4
86,3,0,23,4
86,4,0,67,4
86,5,0,123,4
86,6,0,111,4
86,7,0,97,4
86,8,0,492,4
86,1,1,13,4
86,2,1,8,4
86,3,1,5,4
86,4,1,41,4
86,5,1,100,4
86,6,1,103,4
86,7,1,94,4
86,8,1,478,4
86,1,3,4,4
86,2,3,4,4
86,3,3,3,4
86,4,3,32,4
86,5,3,77,4
86,6,3,72,4
86,7,3,61,4
86,8,3,267,4
86,1,6,16,4
86,2,6,13,4
86,3,6,7,4
86,4,6,101,4
86,5,6,237,4
86,6,6,356,4
86,7,6,411,4
86,8,6,2029,4
86,1,8,5,4
86,2,8,5,4
86,3,8,5,4
86,4,8,71,4
86,5,8,166,4
86,6,8,174,4
86,7,8,200,4
86,8,8,770,4
86,1,11,0,4
86,2,11,2,4
86,3,11,4,4
86,4,11,12,4
86,5,11,5,4
86,6,11,7,4
86,7,11,4,4
86,8,11,7,4
86,1,12,0,4
86,2,12,0,4
86,3,12,0,4
86,4,12,1,4
86,5,12,0,4
86,6,12,0,4
86,7,12,0,4
86,8,12,0,4
86,1,13,0,4
86,2,13,0,4
86,3,13,0,4
86,4,13,1,4
86,5,13,0,4
86,6,13,0,4
86,7,13,0,4
86,8,13,0,4
86,1,14,1,4
86,2,14,2,4
86,3,14,6,4
86,4,14,21,4
86,5,14,23,4
86,6,14,18,4
86,7,14,10,4
86,8,14,20,4
86,1,15,0,4
86,2,15,0,4
86,3,15,0,4
86,4,15,2,4
86,5,15,0,4
86,6,15,0,4
86,7,15,0,4
86,8,15,0,4
86,1,16,0,4
86,2,16,0,4
86,3,16,0,4
86,4,16,0,4
86,5,16,0,4
86,6,16,0,4
86,7,16,0,4
86,8,16,0,4
86,1,18,0,4
86,2,18,0,4
86,3,18,0,4
86,4,18,0,4
86,5,18,0,4
86,6,18,0,4
86,7,18,0,4
86,8,18,0,4
86,1,19,0,4
86,2,19,0,4
86,3,19,0,4
86,4,19,1,4
86,5,19,0,4
86,6,19,0,4
86,7,19,0,4
86,8,19,0,4
86,0,35,0.273973,4
86,0,36,0.279488,4
86,1,74,0,4
86,2,74,0,4
86,3,74,0,4
86,4,74,0.0738948,4
86,5,74,0,4
86,6,74,0,4
86,7,74,0,4
86,8,74,0,4
86,1,76,0.0035765,4
86,2,76,0.0160827,4
86,3,76,0.0137387,4
86,4,76,0.0351761,4
86,5,76,0.00897,4
86,6,76,0.0047811,4
86,7,76,0.00142542,4
86,8,76,0.00190121,4
86,1,78,0.0177641,4
86,2,78,0.083275,4
86,3,78,0.0876694,4
86,4,78,0.337115,4
86,5,78,0.0681568,4
86,6,78,0.0294273,4
86,7,78,0.00808683,4
86,8,78,0.00983849,4
87,1,0,30,4
87,2,0,16,4
87,3,0,30,4
87,4,0,74,4
87,5,0,119,4
87,6,0,112,4
87,7,0,100,4
87,8,0,498,4
87,1,1,13,4
87,2,1,12,4
87,3,1,9,4
87,4,1,47,4
87,5,1,95,4
87,6,1,104,4
87,7,1,96,4
87,8,1,482,4
87,1,3,5,4
87,2,3,7,4
87,3,3,7,4
87,4,3,33,4
87,5,3,74,4
87,6,3,70,4
87,7,3,60,4
87,8,3,270,4
87,1,6,19,4
87,2,6,14,4
87,3,6,15,4
87,4,6,105,4
87,5,6,232,4
87,6,6,341,4
87,7,6,393,4
87,8,6,2047,4
87,1,8,9,4
87,2,8,8,4
87,3,8,8,4
87,4,8,70,4
87,5,8,152,4
87,6,8,168,4
87,7,8,182,4
87,8,8,764,4
87,1,11,0,4
87,2,11,0,4
87,3,11,1,4
87,4,11,5,4
87,5,11,8,4
87,6,11,6,4
87,7,11,0,4
87,8,11,1,4
87,1,12,0,4
87,2,12,0,4
87,3,12,0,4
87,4,12,0,4
87,5,12,0,4
87,6,12,0,4
87,7,12,0,4
87,8,12,0,4
87,1,13,0,4
87,2,13,0,4
87,3,13,0,4
87,4,13,0,4
87,5,13,0,4
87,6,13,0,4
87,7,13,0,4
87,8,13,0,4
87,1,14,4,4
87,2,14,6,4
87,3,14,3,4
87,4,14,15,4
87,5,14,28,4
87,6,14,14,4
87,7,14,9,4
87,8,14,14,4
87,1,15,0,4
87,2,15,0,4
87,3,15,0,4
87,4,15,0,4
87,5,15,0,4
87,6,15,0,4
87,7,15,0,4
87,8,15,0,4
87,1,16,0,4
87,2,16,0,4
87,3,16,0,4
87,4,16,0,4
87,5,16,0,4
87,6,16,0,4
87,7,16,0,4
87,8,16,0,4
87,1,18,0,4
87,2,18,0,4
87,3,18,0,4
87,4,18,0,4
87,5,18,0,4
87,6,18,0,4
87,7,18,0,4
87,8,18,0,4
87,1,19,0,4
87,2,19,0,4
87,3,19,0,4
87,4,19,0,4
87,5,19,0,4
87,6,19,0,4
87,7,19,0,4
87,8,19,0,4
87,0,35,0.273973,4
87,0,36,0.276266,4
87,1,74,0,4
87,2,74,0,4
87,3,74,0,4
87,4,74,0.062491,4
87,5,74,0,4
87,6,74,0,4
87,7,74,0,4
87,8,74,0,4
87,1,76,0.0254237,4
87,2,76,0.023541,4
87,3,76,0.0053611,4
87,4,76,0.0228946,4
87,5,76,0.0141314,4
87,6,76,0.00336728,4
87,7,76,0.00158851,4
87,8,76,0.00140953,4
87,1,78,0.126409,4
87,2,78,0.150386,4
87,3,78,0.0336754,4
87,4,78,0.171179,4
87,5,78,0.105927,4
87,6,78,0.0212546,4
87,7,78,0.00901618,4
87,8,78,0.00739566,4
88,1,0,29,4
88,2,0,14,4
88,3,0,28,4
88,4,0,66,4
88,5,0,117,4
88,6,0,112,4
88,7,0,101,4
88,8,0,488,4
88,1,1,12,4
88,2,1,8,4
88,3,1,14,4
88,4,1,39,4
88,5,1,94,4
88,6,1,106,4
88,7,1,98,4
88,8,1,476,4
88,1,3,3,4
88,2,3,6,4
88,3,3,9,4
88,4,3,29,4
88,5,3,68,4
88,6,3,72,4
88,7,3,66,4
88,8,3,271,4
88,1,6,17,4
88,2,6,10,4
88,3,6,24,4
88,4,6,94,4
88,5,6,218,4
88,6,6,356,4
88,7,6,405,4
88,8,6,2020,4
88,1,8,6,4
88,2,8,8,4
88,3,8,11,4
88,4,8,61,4
88,5,8,143,4
88,6,8,170,4
88,7,8,196,4
88,8,8,750,4
88,1,11,1,4
88,2,11,3,4
88,3,11,2,4
88,4,11,14,4
88,5,11,10,4
88,6,11,4,4
88,7,11,1,4
88,8,11,10,4
88,1,12,0,4
88,2,12,0,4
88,3,12,0,4
88,4,12,0,4
88,5,12,0,4
88,6,12,0,4
88,7,12,0,4
88,8,12,0,4
88,1,13,0,4
88,2,13,0,4
88,3,13,0,4
88,4,13,0,4
88,5,13,0,4
88,6,13,0,4
88,7,13,0,4
88,8,13,0,4
88,1,14,2,4
88,2,14,5,4
88,3,14,6,4
88,4,14,21,4
88,5,14,27,4
88,6,14,16,4
88,7,14,8,4
88,8,14,28,4
88,1,15,0,4
88,2,15,0,4
88,3,15,1,4
88,4,15,0,4
88,5,15,0,4
88,6,15,0,4
88,7,15,0,4
88,8,15,0,4
88,1,16,0,4
88,2,16,0,4
88,3,16,0,4
88,4,16,0,4
88,5,16,0,4
88,6,16,0,4
88,7,16,0,4
88,8,16,0,4
88,1,18,0,4
88,2,18,0,4
88,3,18,0,4
88,4,18,0,4
88,5,18,0,4
88,6,18,0,4
88,7,18,0,4
88,8,18,0,4
88,1,19,0,4
88,2,19,0,4
88,3,19,0,4
88,4,19,0,4
88,5,19,0,4
88,6,19,0,4
88,7,19,0,4
88,8,19,0,4
88,0,35,0.273973,4
88,0,36,0.274516,4
88,1,74,0,4
88,2,74,0,4
88,3,74,0,4
88,4,74,0,4
88,5,74,0,4
88,6,74,0,4
88,7,74,0,4
88,8,74,0,4
88,1,76,0.0196089,4
88,2,76,0.0238084,4
88,3,76,0.022248,4
88,4,76,0.0269245,4
88,5,76,0.015599,4
88,6,76,0.00343556,4
88,7,76,0.00132902,4
88,8,76,0.002698,4
88,1,78,0.0994284,4
88,2,78,0.14495,4
88,3,78,0.137281,4
88,4,78,0.242114,4
88,5,78,0.125897,4
88,6,78,0.0209375,4
88,7,78,0.00784396,4
88,8,78,0.014265,4
89,1,0,28,4
89,2,0,14,4
89,3,0,26,4
89,4,0,69,4
89,5,0,123,4
89,6,0,106,4
89,7,0,98,4
89,8,0,492,4
89,1,1,10,4
89,2,1,7,4
89,3,1,10,4
89,4,1,46,4
89,5,1,101,4
89,6,1,93,4
89,7,1,95,4
89,8,1,478,4
89,1,3,4,4
89,2,3,5,4
89,3,3,4,4
89,4,3,35,4
89,5,3,77,4
89,6,3,67,4
89,7,3,68,4
89,8,3,275,4
89,1,6,17,4
89,2,6,11,4
89,3,6,17,4
89,4,6,96,4
89,5,6,236,4
89,6,6,334,4
89,7,6,400,4
89,8,6,2044,4
89,1,8,5,4
89,2,8,8,4
89,3,8,6,4
89,4,8,68,4
89,5,8,147,4
89,6,8,150,4
89,7,8,187,4
89,8,8,743,4
89,1,11,1,4
89,2,11,2,4
89,3,11,5,4
89,4,11,10,4
89,5,11,7,4
89,6,11,8,4
89,7,11,4,4
89,8,11,7,4
89,1,12,0,4
89,2,12,0,4
89,3,12,0,4
89,4,12,0,4
89,5,12,0,4
89,6,12,0,4
89,7,12,0,4
89,8,12,0,4
89,1,13,0,4
89,2,13,0,4
89,3,13,0,4
89,4,13,0,4
89,5,13,0,4
89,6,13,0,4
89,7,13,0,4
89,8,13,0,4
89,1,14,6,4
89,2,14,4,4
89,3,14,5,4
89,4,14,24,4
89,5,14,25,4
89,6,14,18,4
89,7,14,10,4
89,8,14,26,4
89,1,15,0,4
89,2,15,0,4
89,3,15,1,4
89,4,15,1,4
89,5,15,0,4
89,6,15,0,4
89,7,15,0,4
89,8,15,0,4
89,1,16,0,4
89,2,16,0,4
89,3,16,0,4
89,4,16,0,4
89,5,16,0,4
89,6,16,0,4
89,7,16,0,4
89,8,16,0,4
89,1,18,0,4
89,2,18,0,4
89,3,18,1,4
89,4,18,0,4
89,5,18,0,4
89,6,18,0,4
89,7,18,0,4
89,8,18,0,4
89,1,19,0,4
89,2,19,0,4
89,3,19,0,4
89,4,19,0,4
89,5,19,0,4
89,6,19,0,4
89,7,19,0,4
89,8,19,0,4
89,0,35,0.273973,4
89,0,36,0.270646,4
89,1,74,0,4
89,2,74,0,4
89,3,74,0.197889,4
89,4,74,0,4
89,5,74,0,4
89,6,74,0,4
89,7,74,0,4
89,8,74,0,4
89,1,76,0.0413773,4
89,2,76,0.0203115,4
89,3,76,0.0285709,4
89,4,76,0.0288017,4
89,5,76,0.0135005,4
89,6,76,0.00432363,4
89,7,76,0.00137834,4
89,8,76,0.00210066,4
89,1,78,0.21165,4
89,2,78,0.103536,4
89,3,78,0.294269,4
89,4,78,0.258701,4
89,5,78,0.103449,4
89,6,78,0.027167,4
89,7,78,0.00777698,4
89,8,78,0.0111339,4
90,1,0,30,4
90,2,0,16,4
90,3,0,28,4
90,4,0,72,4
90,5,0,124,4
90,6,0,110,4
90,7,0,103,4
90,8,0,491,4
90,1,1,15,4
90,2,1,10,4
90,3,1,16,4
90,4,1,45,4
90,5,1,99,4
90,6,1,97,4
90,7,1,99,4
90,8,1,479,4
90,1,3,9,4
90,2,3,5,4
90,3,3,9,4
90,4,3,30,4
90,5,3,73,4
90,6,3,69,4
90,7,3,71,4
90,8,3,278,4
90,1,6,21,4
90,2,6,15,4
90,3,6,21,4
90,4,6,92,4
90,5,6,257,4
90,6,6,348,4
90,7,6,438,4
90,8,6,2070,4
90,1,8,11,4
90,2,8,8,4
90,3,8,10,4
90,4,8,56,4
90,5,8,156,4
90,6,8,166,4
90,7,8,208,4
90,8,8,762,4
90,1,11,0,4
90,2,11,1,4
90,3,11,1,4
90,4,11,4,4
90,5,11,8,4
90,6,11,5,4
90,7,11,0,4
90,8,11,6,4
90,1,12,0,4
90,2,12,0,4
90,3,12,0,4
90,4,12,0,4
90,5,12,0,4
90,6,12,0,4
90,7,12,0,4
90,8,12,0,4
90,1,13,0,4
90,2,13,0,4
90,3,13,0,4
90,4,13,1,4
90,5,13,0,4
90,6,13,0,4
90,7,13,0,4
90,8,13,0,4
90,1,14,5,4
90,2,14,3,4
90,3,14,5,4
90,4,14,18,4
90,5,14,22,4
90,6,14,19,4
90,7,14,4,4
90,8,14,17,4
90,1,15,0,4
90,2,15,0,4
90,3,15,0,4
90,4,15,0,4
90,5,15,1,4
90,6,15,0,4
90,7,15,0,4
90,8,15,0,4
90,1,16,0,4
90,2,16,0,4
90,3,16,0,4
90,4,16,0,4
90,5,16,0,4
90,6,16,0,4
90,7,16,0,4
90,8,16,0,4
90,1,18,0,4
90,2,18,0,4
90,3,18,0,4
90,4,18,0,4
90,5,18,0,4
90,6,18,0,4
90,7,18,0,4
90,8,18,0,4
90,1,19,0,4
90,2,19,0,4
90,3,19,0,4
90,4,19,0,4
90,5,19,0,4
90,6,19,0,4
90,7,19,0,4
90,8,19,0,4
90,0,35,0.273973,4
90,0,36,0.272449,4
90,1,74,0,4
90,2,74,0,4
90,3,74,0,4
90,4,74,0.0985568,4
90,5,74,0.111197,4
90,6,74,0,4
90,7,74,0,4
90,8,74,0,4
90,1,76,0.0289496,4
90,2,76,0.00942841,4
90,3,76,0.012074,4
90,4,76,0.0221531,4
90,5,76,0.0105913,4
90,6,76,0.00448608,4
90,7,76,0.000544981,4
90,8,76,0.00182511,4
90,1,78,0.146069,4
90,2,78,0.052442,4
90,3,78,0.0755603,4
90,4,78,0.179248,4
90,5,78,0.0730925,4
90,6,78,0.0304341,4
90,7,78,0.00318142,4
90,8,78,0.00984761,4
91,1,0,26,4
91,2,0,12,4
91,3,0,30,4
91,4,0,68,4
91,5,0,127,4
91,6,0,110,4
91,7,0,98,4
91,8,0,494,4
91,1,1,15,4
91,2,1,8,4
91,3,1,18,4
91,4,1,45,4
91,5,1,106,4
91,6,1,100,4
91,7,1,98,4
91,8,1,482,4
91,1,3,6,4
91,2,3,4,4
91,3,3,12,4
91,4,3,30,4
91,5,3,78,4
91,6,3,76,4
91,7,3,72,4
91,8,3,280,4
91,1,6,18,4
91,2,6,8,4
91,3,6,26,4
91,4,6,88,4
91,5,6,281,4
91,6,6,367,4
91,7,6,422,4
91,8,6,2086,4
91,1,8,7,4
91,2,8,4,4
91,3,8,15,4
91,4,8,54,4
91,5,8,169,4
91,6,8,188,4
91,7,8,216,4
91,8,8,772,4
91,1,11,3,4
91,2,11,3,4
91,3,11,3,4
91,4,11,9,4
91,5,11,4,4
91,6,11,5,4
91,7,11,2,4
91,8,11,5,4
91,1,12,0,4
91,2,12,0,4
91,3,12,0,4
91,4,12,0,4
91,5,12,1,4
91,6,12,0,4
91,7,12,0,4
91,8,12,0,4
91,1,13,0,4
91,2,13,0,4
91,3,13,0,4
91,4,13,0,4
91,5,13,0,4
91,6,13,0,4
91,7,13,0,4
91,8,13,0,4
91,1,14,2,4
91,2,14,5,4
91,3,14,11,4
91,4,14,19,4
91,5,14,25,4
91,6,14,18,4
91,7,14,9,4
91,8,14,19,4
91,1,15,0,4
91,2,15,0,4
91,3,15,0,4
91,4,15,0,4
91,5,15,0,4
91,6,15,0,4
91,7,15,0,4
91,8,15,0,4
91,1,16,0,4
91,2,16,0,4
91,3,16,0,4
91,4,16,0,4
91,5,16,0,4
91,6,16,0,4
91,7,16,0,4
91,8,16,0,4
91,1,18,0,4
91,2,18,0,4
91,3,18,0,4
91,4,18,0,4
91,5,18,0,4
91,6,18,0,4
91,7,18,0,4
91,8,18,0,4
91,1,19,0,4
91,2,19,0,4
91,3,19,0,4
91,4,19,0,4
91,5,19,0,4
91,6,19,0,4
91,7,19,0,4
91,8,19,0,4
91,0,35,0.273973,4
91,0,36,0.276196,4
91,1,74,0,4
91,2,74,0,4
91,3,74,0,4
91,4,74,0,4
91,5,74,0,4
91,6,74,0,4
91,7,74,0,4
91,8,74,0,4
91,1,76,0.0256781,4
91,2,76,0.0251903,4
91,3,76,0.0367633,4
91,4,76,0.0250863,4
91,5,76,0.01306,4
91,6,76,0.00428801,4
91,7,76,0.0014473,4
91,8,76,0.00159294,4
91,1,78,0.129156,4
91,2,78,0.135676,4
91,3,78,0.221273,4
91,4,78,0.221738,4
91,5,78,0.0936764,4
91,6,78,0.0270282,4
91,7,78,0.00794044,4
91,8,78,0.00837262,4
92,1,0,28,4
92,2,0,15,4
92,3,0,30,4
92,4,0,64,4
92,5,0,123,4
92,6,0,105,4
92,7,0,101,4
92,8,0,494,4
92,1,1,11,4
92,2,1,8,4
92,3,1,18,4
92,4,1,43,4
92,5,1,105,4
92,6,1,97,4
92,7,1,98,4
92,8,1,482,4
92,1,3,5,4
92,2,3,6,4
92,3,3,12,4
92,4,3,25,4
92,5,3,75,4
92,6,3,69,4
92,7,3,69,4
92,8,3,276,4
92,1,6,15,4
92,2,6,11,4
92,3,6,28,4
92,4,6,84,4
92,5,6,281,4
92,6,6,350,4
92,7,6,409,4
92,8,6,2084,4
92,1,8,4,4
92,2,8,7,4
92,3,8,17,4
92,4,8,46,4
92,5,8,169,4
92,6,8,172,4
92,7,8,213,4
92,8,8,758,4
92,1,11,1,4
92,2,11,0,4
92,3,11,3,4
92,4,11,11,4
92,5,11,11,4
92,6,11,9,4
92,7,11,0,4
92,8,11,5,4
92,1,12,0,4
92,2,12,0,4
92,3,12,0,4
92,4,12,1,4
92,5,12,0,4
92,6,12,0,4
92,7,12,0,4
92,8,12,0,4
92,1,13,0,4
92,2,13,0,4
92,3,13,0,4
92,4,13,0,4
92,5,13,0,4
92,6,13,0,4
92,7,13,0,4
92,8,13,0,4
92,1,14,5,4
92,2,14,3,4
92,3,14,7,4
92,4,14,17,4
92,5,14,29,4
92,6,14,22,4
92,7,14,6,4
92,8,14,14,4
92,1,15,1,4
92,2,15,0,4
92,3,15,0,4
92,4,15,0,4
92,5,15,0,4
92,6,15,0,4
92,7,15,0,4
92,8,15,0,4
92,1,16,0,4
92,2,16,0,4
92,3,16,0,4
92,4,16,0,4
92,5,16,0,4
92,6,16,0,4
92,7,16,0,4
92,8,16,0,4
92,1,18,0,4
92,2,18,0,4
92,3,18,0,4
92,4,18,0,4
92,5,18,0,4
92,6,18,0,4
92,7,18,0,4
92,8,18,0,4
92,1,19,1,4
92,2,19,0,4
92,3,19,0,4
92,4,19,0,4
92,5,19,0,4
92,6,19,0,4
92,7,19,0,4
92,8,19,0,4
92,0,35,0.273973,4
92,0,36,0.282452,4
92,1,74,0.133789,4
92,2,74,0,4
92,3,74,0,4
92,4,74,0,4
92,5,74,0,4
92,6,74,0,4
92,7,74,0,4
92,8,74,0,4
92,1,76,0.0563212,4
92,2,76,0.0253647,4
92,3,76,0.024086,4
92,4,76,0.0332088,4
92,5,76,0.0170303,4
92,6,76,0.00462675,4
92,7,76,0.000738791,4
92,8,76,0.00153079,4
92,1,78,0.283283,4
92,2,78,0.141041,4
92,3,78,0.148218,4
92,4,78,0.379591,4
92,5,78,0.124728,4
92,6,78,0.0277404,4
92,7,78,0.00405071,4
92,8,78,0.00807757,4
93,1,0,31,4
93,2,0,12,4
93,3,0,26,4
93,4,0,73,4
93,5,0,123,4
93,6,0,109,4
93,7,0,102,4
93,8,0,493,4
93,1,1,17,4
93,2,1,6,4
93,3,1,18,4
93,4,1,44,4
93,5,1,107,4
93,6,1,100,4
93,7,1,100,4
93,8,1,481,4
93,1,3,7,4
93,2,3,3,4
93,3,3,14,4
93,4,3,31,4
93,5,3,81,4
93,6,3,67,4
93,7,3,67,4
93,8,3,267,4
93,1,6,29,4
93,2,6,12,4
93,3,6,26,4
93,4,6,93,4
93,5,6,274,4
93,6,6,345,4
93,7,6,420,4
93,8,6,2061,4
93,1,8,7,4
93,2,8,5,4
93,3,8,16,4
93,4,8,57,4
93,5,8,183,4
93,6,8,166,4
93,7,8,203,4
93,8,8,747,4
93,1,11,1,4
93,2,11,2,4
93,3,11,5,4
93,4,11,5,4
93,5,11,7,4
93,6,11,6,4
93,7,11,1,4
93,8,11,4,4
93,1,12,0,4
93,2,12,0,4
93,3,12,0,4
93,4,12,0,4
93,5,12,0,4
93,6,12,0,4
93,7,12,0,4
93,8,12,0,4
93,1,13,0,4
93,2,13,0,4
93,3,13,0,4
93,4,13,0,4
93,5,13,0,4
93,6,13,0,4
93,7,13,0,4
93,8,13,0,4
93,1,14,4,4
93,2,14,2,4
93,3,14,12,4
93,4,14,17,4
93,5,14,25,4
93,6,14,15,4
93,7,14,8,4
93,8,14,16,4
93,1,15,0,4
93,2,15,0,4
93,3,15,0,4
93,4,15,1,4
93,5,15,0,4
93,6,15,0,4
93,7,15,0,4
93,8,15,0,4
93,1,16,0,4
93,2,16,0,4
93,3,16,0,4
93,4,16,0,4
93,5,16,0,4
93,6,16,0,4
93,7,16,0,4
93,8,16,0,4
93,1,18,0,4
93,2,18,0,4
93,3,18,0,4
93,4,18,0,4
93,5,18,0,4
93,6,18,0,4
93,7,18,0,4
93,8,18,0,4
93,1,19,0,4
93,2,19,0,4
93,3,19,0,4
93,4,19,0,4
93,5,19,0,4
93,6,19,0,4
93,7,19,0,4
93,8,19,0,4
93,0,35,0.273973,4
93,0,36,0.2816,4
93,1,74,0,4
93,2,74,0,4
93,3,74,0,4
93,4,74,0,4
93,5,74,0,4
93,6,74,0,4
93,7,74,0,4
93,8,74,0,4
93,1,76,0.0435598,4
93,2,76,0.0142988,4
93,3,76,0.0538017,4
93,4,76,0.0247847,4
93,5,76,0.0129596,4
93,6,76,0.00328002,4
93,7,76,0.000981283,4
93,8,76,0.0010292,4
93,1,78,0.219657,4
93,2,78,0.0819489,4
93,3,78,0.385321,4
93,4,78,0.230811,4
93,5,78,0.0881991,4
93,6,78,0.0189608,4
93,7,78,0.00526537,4
93,8,78,0.00525107,4
94,1,0,30,4
94,2,0,13,4
94,3,0,26,4
94,4,0,66,4
94,5,0,122,4
94,6,0,109,4
94,7,0,104,4
94,8,0,494,4
94,1,1,15,4
94,2,1,6,4
94,3,1,12,4
94,4,1,43,4
94,5,1,106,4
94,6,1,98,4
94,7,1,102,4
94,8,1,480,4
94,1,3,3,4
94,2,3,6,4
94,3,3,10,4
94,4,3,29,4
94,5,3,81,4
94,6,3,71,4
94,7,3,69,4
94,8,3,273,4
94,1,6,21,4
94,2,6,15,4
94,3,6,15,4
94,4,6,85,4
94,5,6,274,4
94,6,6,339,4
94,7,6,424,4
94,8,6,2065,4
94,1,8,5,4
94,2,8,13,4
94,3,8,10,4
94,4,8,52,4
94,5,8,178,4
94,6,8,169,4
94,7,8,200,4
94,8,8,760,4
94,1,11,1,4
94,2,11,1,4
94,3,11,6,4
94,4,11,11,4
94,5,11,9,4
94,6,11,5,4
94,7,11,0,4
94,8,11,1,4
94,1,12,0,4
94,2,12,0,4
94,3,12,0,4
94,4,12,0,4
94,5,12,0,4
94,6,12,0,4
94,7,12,0,4
94,8,12,0,4
94,1,13,0,4
94,2,13,0,4
94,3,13,0,4
94,4,13,1,4
94,5,13,0,4
94,6,13,0,4
94,7,13,1,4
94,8,13,0,4
94,1,14,5,4
94,2,14,5,4
94,3,14,8,4
94,4,14,21,4
94,5,14,33,4
94,6,14,15,4
94,7,14,10,4
94,8,14,13,4
94,1,15,1,4
94,2,15,0,4
94,3,15,0,4
94,4,15,1,4
94,5,15,0,4
94,6,15,0,4
94,7,15,1,4
94,8,15,0,4
94,1,16,0,4
94,2,16,0,4
94,3,16,0,4
94,4,16,0,4
94,5,16,0,4
94,6,16,0,4
94,7,16,0,4
94,8,16,0,4
94,1,18,0,4
94,2,18,0,4
94,3,18,0,4
94,4,18,0,4
94,5,18,0,4
94,6,18,0,4
94,7,18,0,4
94,8,18,0,4
94,1,19,0,4
94,2,19,0,4
94,3,19,0,4
94,4,19,0,4
94,5,19,0,4
94,6,19,0,4
94,7,19,0,4
94,8,19,0,4
94,0,35,0.273973,4
94,0,36,0.277903,4
94,1,74,0.121195,4
94,2,74,0,4
94,3,74,0,4
94,4,74,0.0953966,4
94,5,74,0,4
94,6,74,0,4
94,7,74,0.180436,4
94,8,74,0,4
94,1,76,0.049072,4
94,2,76,0.0259507,4
94,3,76,0.0252966,4
94,4,76,0.0244106,4
94,5,76,0.0164573,4
94,6,76,0.00313691,4
94,7,76,0.00135853,4
94,8,76,0.00115718,4
94,1,78,0.248169,4
94,2,78,0.176942,4
94,3,78,0.177188,4
94,4,78,0.191934,4
94,5,78,0.122033,4
94,6,78,0.021457,4
94,7,78,0.00756488,4
94,8,78,0.00598331,4
95,1,0,28,4
95,2,0,18,4
95,3,0,26,4
95,4,0,66,4
95,5,0,123,4
95,6,0,113,4
95,7,0,102,4
95,8,0,492,4
95,1,1,13,4
95,2,1,11,4
95,3,1,9,4
95,4,1,41,4
95,5,1,107,4
95,6,1,109,4
95,7,1,101,4
95,8,1,479,4
95,1,3,6,4
95,2,3,9,4
95,3,3,7,4
95,4,3,29,4
95,5,3,88,4
95,6,3,79,4
95,7,3,72,4
95,8,3,275,4
95,1,6,24,4
95,2,6,21,4
95,3,6,15,4
95,4,6,76,4
95,5,6,284,4
95,6,6,350,4
95,7,6,405,4
95,8,6,2029,4
95,1,8,7,4
95,2,8,13,4
95,3,8,9,4
95,4,8,50,4
95,5,8,184,4
95,6,8,182,4
95,7,8,177,4
95,8,8,739,4
95,1,11,1,4
95,2,11,0,4
95,3,11,3,4
95,4,11,13,4
95,5,11,6,4
95,6,11,3,4
95,7,11,2,4
95,8,11,4,4
95,1,12,0,4
95,2,12,0,4
95,3,12,0,4
95,4,12,1,4
95,5,12,0,4
95,6,12,0,4
95,7,12,0,4
95,8,12,0,4
95,1,13,0,4
95,2,13,0,4
95,3,13,0,4
95,4,13,0,4
95,5,13,0,4
95,6,13,0,4
95,7,13,0,4
95,8,13,0,4
95,1,14,5,4
95,2,14,9,4
95,3,14,7,4
95,4,14,23,4
95,5,14,34,4
95,6,14,19,4
95,7,14,9,4
95,8,14,23,4
95,1,15,0,4
95,2,15,0,4
95,3,15,0,4
95,4,15,0,4
95,5,15,0,4
95,6,15,0,4
95,7,15,0,4
95,8,15,0,4
95,1,16,0,4
95,2,16,0,4
95,3,16,0,4
95,4,16,0,4
95,5,16,0,4
95,6,16,0,4
95,7,16,0,4
95,8,16,0,4
95,1,18,1,4
95,2,18,0,4
95,3,18,0,4
95,4,18,0,4
95,5,18,0,4
95,6,18,0,4
95,7,18,0,4
95,8,18,0,4
95,1,19,0,4
95,2,19,0,4
95,3,19,0,4
95,4,19,0,4
95,5,19,0,4
95,6,19,0,4
95,7,19,0,4
95,8,19,0,4
95,0,35,0.273973,4
95,0,36,0.277411,4
95,1,74,0,4
95,2,74,0,4
95,3,74,0,4
95,4,74,0,4
95,5,74,0,4
95,6,74,0,4
95,7,74,0,4
95,8,74,0,4
95,1,76,0.0479686,4
95,2,76,0.0421701,4
95,3,76,0.0257036,4
95,4,76,0.029944,4
95,5,76,0.0151477,4
95,6,76,0.00491848,4
95,7,76,0.00138864,4
95,8,76,0.00190194,4
95,1,78,0.259708,4
95,2,78,0.236816,4
95,3,78,0.171566,4
95,4,78,0.249838,4
95,5,78,0.12116,4
95,6,78,0.0329213,4
95,7,78,0.00770803,4
95,8,78,0.00988729,4
96,1,0,31,4
96,2,0,14,4
96,3,0,27,4
96,4,0,73,4
96,5,0,114,4
96,6,0,111,4
96,7,0,103,4
96,8,0,495,4
96,1,1,10,4
96,2,1,11,4
96,3,1,9,4
96,4,1,48,4
96,5,1,97,4
96,6,1,109,4
96,7,1,101,4
96,8,1,483,4
96,1,3,6,4
96,2,3,8,4
96,3,3,6,4
96,4,3,35,4
96,5,3,75,4
